parents_count	thing_to
1	/thing:17411
1	/thing:17415
1	/thing:17471
1	/thing:17473
1	/thing:17476
1	/thing:17477
1	/thing:17489
1	/thing:17492
1	/thing:17507
1	/thing:17513
1	/thing:17520
1	/thing:17527
1	/thing:17538
1	/thing:17553
1	/thing:17559
1	/thing:17573
1	/thing:17574
1	/thing:17577
1	/thing:17582
1	/thing:17594
1	/thing:17600
1	/thing:17602
1	/thing:17634
1	/thing:17636
1	/thing:17639
1	/thing:17651
1	/thing:17671
1	/thing:17676
1	/thing:1768
1	/thing:17682
1	/thing:17694
1	/thing:17706
1	/thing:17715
1	/thing:17723
1	/thing:17730
1	/thing:17737
1	/thing:17740
1	/thing:17743
1	/thing:17749
1	/thing:17750
1	/thing:17762
1	/thing:17764
1	/thing:17775
1	/thing:17781
1	/thing:17783
1	/thing:17794
1	/thing:17796
1	/thing:17798
1	/thing:17800
1	/thing:17803
1	/thing:17808
1	/thing:17813
1	/thing:17815
1	/thing:17822
1	/thing:17828
1	/thing:17852
1	/thing:17855
1	/thing:17857
1	/thing:17858
1	/thing:17883
1	/thing:17884
1	/thing:17890
1	/thing:17891
1	/thing:17895
1	/thing:17897
1	/thing:1790
1	/thing:17908
1	/thing:17910
1	/thing:17911
1	/thing:17917
1	/thing:17922
1	/thing:17937
1	/thing:17955
1	/thing:17958
1	/thing:17963
1	/thing:17967
1	/thing:17971
1	/thing:17986
1	/thing:17989
1	/thing:1799
1	/thing:17994
1	/thing:18001
1	/thing:18006
1	/thing:18007
1	/thing:18009
1	/thing:18010
1	/thing:18011
1	/thing:18017
1	/thing:18027
1	/thing:18028
1	/thing:18044
1	/thing:18045
1	/thing:18063
1	/thing:18070
1	/thing:18072
1	/thing:18074
1	/thing:18079
1	/thing:18093
1	/thing:18095
1	/thing:18096
1	/thing:181
1	/thing:18106
1	/thing:18120
1	/thing:1813
1	/thing:18134
1	/thing:18143
1	/thing:18144
1	/thing:18146
1	/thing:18154
1	/thing:18157
1	/thing:18163
1	/thing:18164
1	/thing:18167
1	/thing:18181
1	/thing:18196
1	/thing:18201
1	/thing:18217
1	/thing:18223
1	/thing:18228
1	/thing:18230
1	/thing:18234
1	/thing:18251
1	/thing:18268
1	/thing:18290
1	/thing:18293
1	/thing:18305
1	/thing:18315
1	/thing:18318
1	/thing:18333
1	/thing:18338
1	/thing:18347
1	/thing:18349
1	/thing:18358
1	/thing:18377
1	/thing:1838
1	/thing:18384
1	/thing:18416
1	/thing:18417
1	/thing:1842
1	/thing:18420
1	/thing:18425
1	/thing:18449
1	/thing:18457
1	/thing:18462
1	/thing:18469
1	/thing:18474
1	/thing:18481
1	/thing:18485
1	/thing:18487
1	/thing:18511
1	/thing:18512
1	/thing:18515
1	/thing:18518
1	/thing:18522
1	/thing:18527
1	/thing:18529
1	/thing:18530
1	/thing:18535
1	/thing:18539
1	/thing:18546
1	/thing:1855
1	/thing:18551
1	/thing:18561
1	/thing:18569
1	/thing:18571
1	/thing:18577
1	/thing:18595
1	/thing:18597
1	/thing:18605
1	/thing:18613
1	/thing:18619
1	/thing:18621
1	/thing:18625
1	/thing:18626
1	/thing:18637
1	/thing:18641
1	/thing:18655
1	/thing:18656
1	/thing:18660
1	/thing:18675
1	/thing:18684
1	/thing:18698
1	/thing:18704
1	/thing:18712
1	/thing:18715
1	/thing:18720
1	/thing:18738
1	/thing:18744
1	/thing:18754
1	/thing:18755
1	/thing:18762
1	/thing:18763
1	/thing:18777
1	/thing:18778
1	/thing:18781
1	/thing:18782
1	/thing:18783
1	/thing:18794
1	/thing:18798
1	/thing:188
1	/thing:1880
1	/thing:18806
1	/thing:18807
1	/thing:18823
1	/thing:18827
1	/thing:18829
1	/thing:18849
1	/thing:18850
1	/thing:18854
1	/thing:18857
